BHK,type,ownership,bathroom,balcony,city,location,Rate_per_sqft,bedroom,total_area,Price,status,transaction,facing
2,Flat,Leasehold,2,1,Ghaziabad,Sudha Sarovar Apartment,4127,2,424.0368306,1750000,Ready to Move,Resale,North - East
2,Flat,Freehold,1,1,Delhi,Sitapuri,4800,2,541.6666667,2600000,Ready to Move,Resale,East
1,Flat,Leasehold,1,1,Delhi,Mahavir Enclave Part 1,5333,1,450.0281268,2400000,Ready to Move,Resale,North
1,Flat,Freehold,1,2,Noida,The Golden Palm,4150,1,506.0240964,2100000,Ready to Move,Resale,North
3,Flat,,2,3,Gurgaon,Raheja Vedaanta,2536,3,4100.946372,10400000,Ready to Move,Resale,
3,Flat,,2,3,Noida,Migsun Ultimo,21324,3,260.2701182,5550000,Ready to Move,Resale,
4,Flat,,5,3,Delhi,Hauz Khas Enclave,12778,4,5673.814368,72500000,Ready to Move,New Property,
3,Flat,,3,3,Delhi,Soami Nagar,40000,3,575,23000000,Ready to Move,Resale,
2,Flat,,2,NA,Noida,Omicron 1,3148,2,1302.414231,4100000,Ready to Move,Resale,
2,Flat,,2,NA,Noida,Radhika Green,3636,2,701.320132,2550000,Ready to Move,Resale,
,Flat,,1,NA,Noida,Omaxe ITC,3182,1,628.5355123,2000000,Poss. by Jun '25,Resale,
2,Flat,,2,NA,Noida,Amrapali Kingswood,23889,2,146.5109465,3500000,Ready to Move,Resale,
3,Flat,,3,NA,Gurgaon,Gurgaon Rural Gurgaon,7750,3,4193.548387,32500000,Ready to Move,Resale,
2,Flat,,2,NA,Ghaziabad,Rail Kunj Apartments,5113,2,1212.595345,6200000,Ready to Move,Resale,
2,Flat,,2,NA,Ghaziabad,Vasundhara Sector 3,16111,2,310.3469679,5000000,Ready to Move,Resale,
3,Flat,,3,NA,Delhi,Patel Nagar East,NA,3,NA,29000000,,New Property,
3,Flat,Freehold,2,2,Delhi,moedl basti filmistan New Delhi,66667,3,1199.994,80000000,Ready to Move,Resale,North - East
4,Flat,Freehold,4,2,Gurgaon,M3M Capital,9369,4,2059.985057,19300000,Poss. by Mar '25,New Property,East
2,Flat,Freehold,2,1,Gurgaon,Sohna Sector 5,4779,2,564.9717514,2700000,Ready to Move,Resale,East
4,Flat,Freehold,3,5,Faridabad,Sector 89,4500,4,3600,16200000,Ready to Move,New Property,East
3,Flat,Freehold,2,3,Noida,Arun Vihar,8889,3,1349.983125,12000000,Ready to Move,Resale,South
1,Flat,Freehold,10,2,Gurgaon,Ardee City,24074,10,2700.008308,65000000,Ready to Move,Resale,South -West
2,Flat,Freehold,2,3,Gurgaon,Signature Global City 92 Phase 2,7723,2,1009.970219,7800000,Poss. by Jul '25,Resale,North
2,Flat,Leasehold,2,1,Ghaziabad,Patel Nagar,4112,2,1215.953307,5000000,Ready to Move,Resale,North - West
3,Flat,Leasehold,3,1,Delhi,LIC Colony,13889,3,1619.98704,22500000,Ready to Move,Resale,North
2,Flat,Freehold,2,3,Ghaziabad,Shatabdipuram,2667,2,899.8875141,2400000,Ready to Move,Resale,East
4,Flat,Freehold,4,2,Noida,Greater Noida West,7973,4,2194.907814,17500000,Ready to Move,Resale,East
3,Flat,Freehold,2,1,Delhi,DDA Flat AC Block,11148,3,1345.532831,15000000,Ready to Move,Resale,South -West
3,Flat,Leasehold,3,2,Ghaziabad,Raj Nagar Extension,3691,3,1490.111081,5500000,Ready to Move,Resale,East
1,Flat,,8,3,Noida,Sector 50 Noida,11562,10,8000.345961,92500000,Ready to Move,Resale,
,Flat,,1,2,Gurgaon,Conscient One,11092,1,595.0234403,6600000,Ready to Move,New Property,
3,Flat,,2,1,Noida,Jal Vayu Vihar,7500,3,1400,10500000,Ready to Move,Resale,
4,Flat,,4,3,Gurgaon,Sare Petioles,6373,4,2039.855641,13000000,Ready to Move,Resale,
3,Flat,,2,NA,Delhi,Tarun Vihar Apartment,11875,3,1600,19000000,Ready to Move,Resale,
1,Flat,,1,NA,Delhi,Uttam Nagar New Delhi,6667,1,299.9850007,2000000,Ready to Move,Resale,
2,Flat,,2,NA,Gurgaon,Ireo Victory Valley,11348,2,1498.061332,17000000,Ready to Move,Resale,
2,Flat,,2,NA,Gurgaon,Ireo The Corridors,10417,2,1295.958529,13500000,Ready to Move,New Property,
2,Flat,,2,NA,Delhi,Vikram Vihar,6328,2,1896.333755,12000000,Ready to Move,Resale,
3,Flat,,3,NA,Ghaziabad,Oxirich Avenue,11370,3,985.0483729,11200000,Ready to Move,New Property,
3,Flat,Freehold,3,3,Delhi,Veena Apartment,7168,3,3138.950893,22500000,Ready to Move,Resale,North - East
3,Flat,Leasehold,3,4,Gurgaon,Ansal Esencia Sovereign Floors,9259,3,1198.833567,11100000,Ready to Move,Resale,North - East
3,Flat,Freehold,2,2,Delhi,Sant Nagar New Delhi,9496,3,789.8062342,7500000,Ready to Move,Resale,North - East
2,Flat,Freehold,2,1,Noida,Sector XU 1 Greater Noida,4900,2,1877.55102,9200000,Ready to Move,Resale,North
2,Flat,Leasehold,2,3,Ghaziabad,Shipra Sun City,6400,2,859.375,5500000,Ready to Move,Resale,South -West
3,Flat,,3,2,Gurgaon,Trehan Luxury Floors,6400,3,1953.125,12500000,Ready to Move,New Property,
3,Flat,,3,7,Gurgaon,Sector 67A,5833,3,2142.979599,12500000,Ready to Move,New Property,
2,Flat,,2,1,Noida,Noida Extention Greater Noida,4167,2,1007.919366,4200000,Ready to Move,Resale,
3,Flat,,2,2,Delhi,Kalkaji New Delhi,6857,3,729.181858,5000000,Ready to Move,Resale,
7,Flat,,7,NA,Noida,Taj Expressway,5375,7,4651.162791,25000000,Ready to Move,Resale,
4,Flat,,4,NA,Gurgaon,Shivaji Nagar,19667,4,610.1591498,12000000,Ready to Move,Resale,
2,Flat,,2,NA,Gurgaon,Shivaji Nagar,8774,2,490.0843401,4300000,Ready to Move,Resale,
3,Flat,,3,NA,Delhi,DDA Flats Sector E Pocket 2,5833,3,5057.431853,29500000,Ready to Move,Resale,
3,Flat,,2,NA,Delhi,Rohini Sector 22,3583,3,2372.313704,8500000,Ready to Move,Resale,
1,Flat,,1,NA,Noida,Sector 82,4167,1,839.9328054,3500000,Ready to Move,Resale,
6,Flat,,8,NA,Gurgaon,Shivaji Nagar,7011,6,183.9965768,1290000,Ready to Move,Resale,
,Flat,,5,NA,Noida,Alpha 2,7222,1,473.5530324,3420000,Ready to Move,Resale,
4,Flat,,2,NA,Noida,Aarcity Regency Park,5769,4,2080.083203,12000000,Ready to Move,Resale,
3,Flat,,3,NA,Faridabad,Sector 62 Faridabad,4364,3,1374.885426,6000000,Ready to Move,Resale,
3,Flat,,2,NA,Ghaziabad,Unione Residency,19882,3,150.8902525,3000000,Ready to Move,Resale,
2,Flat,,4,NA,Noida,Sector 16,10000,2,480,4800000,Ready to Move,Resale,
4,Flat,,5,NA,Gurgaon,Elevate,3556,4,18982.00225,67500000,,Resale,
5,Flat,,1,NA,Noida,Sunworld Vanalika,NA,5,NA,62000000,,Resale,
2,Flat,,NA,NA,Delhi,Burari New Delhi,NA,2,NA,1600000,,Resale,
2,Flat,Freehold,2,3,Gurgaon,Pareena Micasa,7631,2,1244.922029,9500000,Ready to Move,New Property,North - East
3,Flat,Leasehold,3,2,Delhi,Dwarka Sector 15,5920,3,1250,7400000,Ready to Move,New Property,North - East
4,Flat,Freehold,4,3,Delhi,Jangpura Extension,27778,4,2699.9784,75000000,Ready to Move,New Property,East
10,Flat,Freehold,8,4,Delhi,Kishan Ganj New Delhi,5556,10,3599.712023,20000000,Ready to Move,Resale,North - West
3,Flat,Leasehold,3,2,Gurgaon,Godrej 101,7958,3,2261.874843,18000000,Ready to Move,Resale,North - West
2,Flat,Leasehold,2,3,Ghaziabad,Saya Gold Avenue,7215,2,1094.941095,7900000,Ready to Move,New Property,North - East
5,Flat,Freehold,6,1,Noida,Sector 15A,19916,5,4518.979715,90000000,Ready to Move,Resale,East
1,Flat,,1,3,Ghaziabad,Niti Khand-Indirapuram,4815,1,539.9792316,2600000,Ready to Move,Resale,East
2,Flat,,2,4,Delhi,nawada bazar Najafgarh New Delhi,10101,2,891.000891,9000000,Ready to Move,Resale,
2,Flat,,1,3,Delhi,Rama Park,4722,2,540.025413,2550000,Ready to Move,Resale,
3,Flat,,3,1,Gurgaon,Sector 48,13462,3,1225.672263,16500000,Ready to Move,Resale,
3,Flat,,3,1,Noida,SKA Metro Ville,6222,3,1141.112183,7100000,Ready to Move,Resale,
2,Flat,,2,NA,Ghaziabad,Nyay Khand 1,6667,2,599.9700015,4000000,Ready to Move,Resale,
2,Flat,,3,NA,Faridabad,Floridaa,3523,2,689.7530514,2430000,Ready to Move,New Property,
4,Flat,,1,NA,Delhi,Govindpuri Main,4583,4,1418.284966,6500000,Ready to Move,Resale,
3,Flat,,1,NA,Delhi,Mehrauli,8129,3,1045.63907,8500000,Ready to Move,Resale,
3,Flat,,NA,NA,Delhi,DDA Shikha Apartment,NA,3,NA,15000000,,Resale,
2,Flat,Leasehold,2,4,Noida,JM Orchid,6633,2,995.0248756,6600000,Ready to Move,Resale,East
2,Flat,Freehold,2,2,Ghaziabad,Kavi Nagar,6111,2,900.0163639,5500000,Ready to Move,Resale,South - East
3,Flat,Freehold,3,3,Ghaziabad,Surya Kanishk Tower,6904,3,2245.075319,15500000,Ready to Move,Resale,South - East
3,Flat,Freehold,2,2,Faridabad,Amolik Residency,5484,3,1549.96353,8500000,Poss. by Sep '23,Resale,South
8,Flat,Leasehold,5,7,Faridabad,Ballabhgarh Sector 1,3800,8,5000,19000000,Ready to Move,New Property,East
3,Flat,Leasehold,2,2,Delhi,New Chandrawal,7407,3,1080.059403,8000000,Ready to Move,Resale,East
3,Flat,Freehold,2,5,Delhi,Anarkali Colony,7407,3,1350.074254,10000000,Ready to Move,Resale,East
4,Flat,Leasehold,5,4,Noida,ATS Rhapsody,7875,4,2400,18900000,Poss. by Dec '23,New Property,East
4,Flat,Leasehold,5,3,Noida,Aba Cherry County,8961,4,2231.893762,20000000,Ready to Move,Resale,South - East
2,Flat,Freehold,2,3,Noida,Alpha 1 Block D Greater Noida,10451,2,2152.904028,22500000,Ready to Move,Resale,East
2,Flat,Co-operative Society,3,2,Noida,Prit latest proj,7916,2,898.1808994,7110000,Ready to Move,Resale,East
4,Flat,Freehold,4,5,Delhi,Soami Nagar,8461,4,2919.276681,24700000,Ready to Move,Resale,East
8,Flat,Freehold,8,1,Delhi,Soami Nagar New Delhi,90909,8,2200.0022,200000000,Ready to Move,Resale,North
3,Flat,,2,3,Noida,RG Luxury Homes,4844,3,1341.866226,6500000,Ready to Move,Resale,
3,Flat,,2,2,Ghaziabad,NBCC Town,2727,3,1100.110011,3000000,Ready to Move,Resale,
3,Flat,,3,1,Delhi,Tagore Park,12500,3,2000,25000000,Ready to Move,Resale,
4,Flat,,4,2,Gurgaon,New Shivalik Society,6875,4,3200,22000000,Ready to Move,Resale,
3,Flat,,1,NA,Delhi,West Vinod Nagar New Delhi,20627,3,606.0018422,12500000,Ready to Move,Resale,
2,Flat,,2,NA,Noida,Home and Soul F Premiere,5435,2,1379.944802,7500000,Poss. by Aug '24,Resale,
1,Flat,,1,NA,Noida,Supertech Eco Village,4682,1,598.0350278,2800000,Ready to Move,Resale,
2,Flat,Freehold,2,1,Ghaziabad,Angel Mercury,4770,2,1194.968553,5700000,Ready to Move,Resale,North - East
2,Flat,Freehold,2,1,Ghaziabad,Surya Deep Apartment,6889,2,899.9854841,6200000,Ready to Move,Resale,South
2,Flat,Freehold,2,4,Gurgaon,Pyramid Fusion Homes,7522,2,678.0111672,5100000,Ready to Move,Resale,North - East
3,Flat,Freehold,2,1,Delhi,Sagarpur West,7500,3,1000,7500000,Ready to Move,Resale,East
2,Flat,Leasehold,2,2,Delhi,Srinagar Garden,8000,2,787.5,6300000,Ready to Move,Resale,North - East
4,Flat,Freehold,2,1,Delhi,Srinagar Garden,6000,4,1200,7200000,Ready to Move,Resale,North - East
3,Flat,Freehold,3,1,Ghaziabad,MKS La Royale,6944,3,1440.092166,10000000,Ready to Move,New Property,West
1,Flat,Freehold,1,2,Delhi,Srinagar Garden,11304,1,221.1606511,2500000,Ready to Move,Resale,North - East
,Flat,Freehold,1,2,Noida,Jaypee Greens Moon Court,4639,1,1120.931235,5200000,Ready to Move,Resale,South -West
3,Flat,Leasehold,3,3,Ghaziabad,The Royal Cliff,8048,3,1118.290258,9000000,Ready to Move,Resale,East
2,Flat,,2,1,Gurgaon,Godrej 101,4000,2,3000,12000000,Ready to Move,Resale,East
2,Flat,,1,1,Noida,Dadri Ma Road,3742,2,481.0261892,1800000,Ready to Move,New Property,
3,Flat,,3,3,Noida,Uppal Plumeria Garden Estate,7812,3,832.0532514,6500000,Ready to Move,Resale,
4,Flat,,3,NA,Delhi,Z Block Prem Nagar New Delhi,11111,4,378.00378,4200000,Ready to Move,Resale,
1,Flat,,1,NA,Delhi,Khirki extension,33333,1,57.00057001,1900000,Ready to Move,Resale,
2,Flat,,2,NA,Delhi,Burari Santan Nagar,7981,2,313.2439544,2500000,Ready to Move,New Property,
2,Flat,,2,NA,Delhi,Doctors Apartment,7778,2,1092.825919,8500000,Ready to Move,Resale,
3,Flat,,2,NA,Faridabad,BPTP Park Elite Floors,7857,3,483.6451572,3800000,Ready to Move,Resale,
1,Flat,,1,NA,Faridabad,Sector 21D,5333,1,656.2910182,3500000,Ready to Move,Resale,
2,Flat,,2,NA,Delhi,Rohini Sector 24,8494,2,647.5158936,5500000,Ready to Move,Resale,
2,Flat,Freehold,2,2,Delhi,Shiv Vihar,4444,2,1350.135014,6000000,Ready to Move,Resale,South
2,Flat,Freehold,2,1,Ghaziabad,Mahagun Estates III,4000,2,1200,4800000,Ready to Move,Resale,North - East
4,Flat,Freehold,3,4,Gurgaon,Gwal Pahari,6818,4,2200.058668,15000000,Poss. by Jun '24,Resale,East
5,Flat,Freehold,2,2,Delhi,Kanhaiya Nagar,7760,5,1250,9700000,Ready to Move,Resale,North - East
4,Flat,Leasehold,4,2,Ghaziabad,Wave Veridia,6499,4,2384.982305,15500000,Ready to Move,New Property,North
2,Flat,,2,2,Noida,Techzone 4,4921,2,955.0904288,4700000,Ready to Move,Resale,East
4,Flat,,4,3,Noida,Aakriti Shantiniketan,10364,4,2749.903512,28500000,Ready to Move,Resale,
3,Flat,,1,1,Delhi,govind pura New Delhi,23889,3,899.995814,21500000,Ready to Move,Resale,
2,Flat,,2,3,Faridabad,New Industrial Township 3,4641,2,926.5244559,4300000,Poss. by Jan '25,Resale,
3,Flat,,2,2,Noida,Techzone 4,9000,3,611.1111111,5500000,Ready to Move,Resale,
2,Flat,,2,1,Gurgaon,Sector 77,2778,2,4535.637149,12600000,Ready to Move,New Property,
6,Flat,,3,4,Delhi,Uttam Nagar West New Delhi,20000,6,450,9000000,Ready to Move,Resale,
2,Flat,,2,3,Gurgaon,M3M Woodshire,5303,2,1697.152555,9000000,Ready to Move,Resale,
3,Flat,,3,NA,Delhi,Greater Kailash Builder Floors,5009,3,8983.829108,45000000,Ready to Move,Resale,
4,Flat,,4,NA,Ghaziabad,Sihani Gate,5882,4,935.0561034,5500000,Ready to Move,Resale,
3,Flat,,4,NA,Delhi,Bhajanpura New Delhi,NA,3,NA,9000000,Ready to Move,Resale,
1,Flat,,1,NA,Gurgaon,Sector 62,NA,1,NA,850000,,Resale,
3,Flat,,4,NA,Noida,Antriksh Forest,NA,3,NA,11000000,,Resale,
5,Flat,,5,NA,Gurgaon,Sector 8 Gurgaon,NA,5,NA,8200000,,Resale,
2,Flat,Freehold,2,2,Faridabad,Conscient Habitat 78,4352,2,585.9375,2550000,Ready to Move,Resale,North - East
2,Flat,Freehold,2,2,Delhi,Shalimar bagh,14667,2,749.9829549,11000000,Ready to Move,Resale,West
6,Flat,Freehold,2,1,Delhi,Ganesh Nagar,6746,6,1260.005929,8500000,Ready to Move,Resale,North - East
3,Flat,Freehold,3,2,Gurgaon,Ompee Homes 14,4000,3,1000,4000000,Ready to Move,Resale,North - East
2,Flat,Freehold,2,1,Gurgaon,Sector 112,5714,2,1225.061253,7000000,Ready to Move,Resale,North - West
3,Flat,Freehold,3,2,Gurgaon,Earth Copia,7000,3,1828.571429,12800000,Ready to Move,Resale,North - West
2,Flat,Freehold,2,4,Delhi,Shree Krishna Residency,4444,2,540.0540054,2400000,Ready to Move,New Property,North - East
3,Flat,Freehold,3,1,Delhi,Ashok Vihar,20370,3,1350.024546,27500000,Ready to Move,Resale,North - East
4,Flat,Freehold,4,3,Gurgaon,Sector 40,7631,4,3276.110601,25000000,Ready to Move,New Property,East
3,Flat,,2,4,Gurgaon,Sector 40,11420,3,1619.964974,18500000,Ready to Move,New Property,West
4,Flat,,3,1,Gurgaon,Birla Navya,16907,4,1792.157095,30300000,Ready to Move,New Property,
6,Flat,,4,1,Noida,Arun Vihar,20861,6,1797.61277,37500000,Ready to Move,Resale,
2,Flat,,1,NA,Noida,Sector 126,3107,2,514.9662053,1600000,Ready to Move,Resale,
2,Flat,,2,NA,Noida,Jaypee Greens Klassic,3800,2,1000,3800000,Ready to Move,Resale,
3,Flat,,2,NA,Noida,Sector 126,4222,3,900.0473709,3800000,Ready to Move,Resale,
3,Flat,,2,NA,Delhi,Rohini Sector 25,10250,3,800,8200000,Ready to Move,New Property,
2,Flat,,2,NA,Faridabad,Ansal Royal Heritage,3500,2,1045.714286,3660000,Ready to Move,Resale,
2,Flat,,2,NA,Delhi,DDA Pink Apartments,10455,2,1099.952176,11500000,Ready to Move,Resale,
3,Flat,,4,NA,Delhi,West End,37500,3,2000,75000000,,New Property,
1,Flat,,1,NA,Ghaziabad,Diya Green City,5000,1,540,2700000,,Resale,
3,Flat,,2,NA,Delhi,Lawrence Road,16667,3,1199.976,20000000,,Resale,
2,Flat,,2,NA,Gurgaon,Ansal Sushant Apartments,8182,2,1099.975556,9000000,,Resale,
2,Flat,Freehold,2,2,Gurgaon,Ansal Sushant Apartments,8400,2,1250,10500000,Ready to Move,Resale,North
1,Flat,Leasehold,1,3,Ghaziabad,Dundahera,3130,1,670.9265176,2100000,Ready to Move,Resale,North - East
1,Flat,Freehold,1,3,Ghaziabad,Ansal Aquapolis,3448,1,435.0348028,1500000,Ready to Move,Resale,East
2,Flat,Freehold,2,2,Ghaziabad,Ansal Aquapolis,2655,2,1242.937853,3300000,Ready to Move,Resale,East
1,Flat,Leasehold,1,1,Delhi,Devli,3889,1,449.9871432,1750000,Ready to Move,New Property,North - East
10,Flat,,10,2,Faridabad,Greenfield Colony,12484,10,4005.126562,50000000,Ready to Move,Resale,
4,Flat,,2,1,Noida,Nagarjuna Appartmentss,10000,4,2500,25000000,Ready to Move,Resale,
2,Flat,,2,NA,Noida,Omicron 1A Greater Noida,8593,2,2152.915164,18500000,Ready to Move,Resale,
4,Flat,,5,NA,Gurgaon,Sector 57,8267,4,2999.879037,24800000,Ready to Move,New Property,
4,Flat,,3,NA,Delhi,Timarpur New Delhi,6800,4,2500,17000000,Poss. by Jun '27,Resale,
1,Flat,,2,NA,Delhi,Najafgarh New Delhi,5556,1,359.9712023,2000000,Poss. by Dec '24,Resale,
3,Flat,,3,NA,Faridabad,Sector 45,14198,3,485.9839414,6900000,Ready to Move,Resale,
2,Flat,,2,NA,Ghaziabad,Dundahera,4100,2,1000,4100000,Ready to Move,Resale,
2,Flat,,2,NA,Ghaziabad,Vaishali Sector 9,5714,2,875.0437522,5000000,Ready to Move,Resale,
4,Flat,,4,NA,Noida,Noida Extention,10156,4,3200.078771,32500000,Ready to Move,New Property,
2,Flat,,2,NA,Noida,Express Astra,5407,2,1350.10172,7300000,Ready to Move,New Property,
3,Flat,,2,NA,Gurgaon,Rana Homes,4739,3,1150.031652,5450000,Ready to Move,New Property,
4,Flat,,4,NA,Ghaziabad,Sahibabad Ghaziabad,7729,4,3105.188252,24000000,,Resale,
3,Flat,,2,NA,Delhi,Pacific Apartment,8438,3,1599.905191,13500000,,Resale,
2,Flat,,2,NA,Ghaziabad,Mahagun Mosaic,6244,2,1024.983985,6400000,,Resale,
2,Flat,,2,NA,Ghaziabad,Unione Residency,2750,2,800,2200000,,Resale,
5,Flat,Freehold,5,6,Gurgaon,Sector 55 Gurgaon,14400,5,2500,36000000,Ready to Move,Resale,West
,Flat,Leasehold,1,1,Noida,Gaur City Mall,9709,1,514.9860954,5000000,Ready to Move,Resale,North - East
4,Flat,Freehold,4,1,Delhi,Mianwali Nagar,16000,4,2500,40000000,Ready to Move,Resale,East
6,Flat,Freehold,5,2,Delhi,Mianwali Nagar,14035,6,2850.017813,40000000,Ready to Move,Resale,East
3,Flat,Freehold,2,2,Delhi,Mianwali Nagar,14035,3,1425.008906,20000000,Ready to Move,Resale,East
,Flat,Freehold,1,2,Ghaziabad,La Gracia,8571,1,291.6812507,2500000,Ready to Move,Resale,South - East
2,Flat,Freehold,2,2,Delhi,Rohini Sector 22,11724,2,511.7707267,6000000,Ready to Move,Resale,North - West
3,Flat,Freehold,3,3,Delhi,Kaveri Apartment,12121,3,2062.536094,25000000,Ready to Move,Resale,East
2,Flat,Freehold,1,2,Delhi,Sheikh Sarai Phase 2,3484,2,2439.724455,8500000,Ready to Move,Resale,East
2,Flat,,2,1,Delhi,Mangolpuri,5909,2,1015.400237,6000000,Ready to Move,Resale,
2,Flat,,2,1,Noida,Eta 1,7908,2,948.4066768,7500000,Ready to Move,Resale,
5,Flat,,5,NA,Delhi,Punjabi Bagh West New Delhi,7593,5,26340.05005,200000000,Ready to Move,Resale,
3,Flat,,4,NA,Gurgaon,Sushant Lok Builder Floors,3499,3,5858.816805,20500000,Ready to Move,New Property,
3,Flat,,5,NA,Gurgaon,SS The Leaf,2750,3,6872.727273,18900000,Ready to Move,Resale,
2,Flat,,2,NA,Delhi,Milan Vihar,17361,2,259.2016589,4500000,Poss. by Dec '23,Resale,
4,Flat,,3,NA,Noida,Noida Extention Greater Noida,2714,4,2708.179808,7350000,Ready to Move,New Property,
2,Flat,,1,NA,Delhi,Sangam Vihar,4000,2,412.5,1650000,Ready to Move,Resale,
6,Flat,,4,NA,Gurgaon,Saraswati Vihar,5882,6,2125.127508,12500000,Ready to Move,Resale,
1,Flat,,1,NA,Delhi,Milap Nagar,6471,1,370.8854891,2400000,Ready to Move,Resale,
3,Flat,,3,NA,Noida,Palm Grove Apartments,6044,3,1654.533422,10000000,Ready to Move,Resale,
3,Flat,,3,NA,Noida,Palm Grove Apartments,NA,3,NA,11000000,Ready to Move,Resale,
1,Flat,,2,NA,Ghaziabad,Shakti Khand II,NA,1,NA,2650000,,Resale,
1,Flat,Leasehold,1,3,Ghaziabad,Shakti Khand II,5009,1,551.0081853,2760000,Ready to Move,Resale,East
2,Flat,Freehold,2,2,Ghaziabad,Shakti Khand II,3642,2,950.0274574,3460000,Ready to Move,New Property,East
2,Flat,Co-operative Society,2,2,Delhi,Pushpanjali Apartments,9667,2,1199.958622,11600000,Ready to Move,Resale,North - East
3,Flat,Freehold,2,2,Noida,Patel Neotown,5263,3,1520.045601,8000000,Ready to Move,New Property,
2,Flat,,2,4,Noida,ATS Homekraft Happy Trails,7167,2,1165.06209,8350000,Ready to Move,Resale,
2,Flat,,2,4,Ghaziabad,Vaishali Sector 2 Ghaziabad,17261,2,1738.022131,30000000,Ready to Move,New Property,
4,Flat,,4,2,Delhi,Saraswati Vihar,21000,4,2500,52500000,Ready to Move,Resale,
2,Flat,,2,NA,Noida,Sector 144,13645,2,1722.24258,23500000,Ready to Move,Resale,
3,Flat,,3,NA,Ghaziabad,Sahibabad,4091,3,1099.975556,4500000,Ready to Move,Resale,
2,Flat,,2,NA,Delhi,Pushpanjali Apartments,8065,2,1549.907006,12500000,Ready to Move,Resale,
3,Flat,,3,NA,Delhi,Pushpanjali Apartments,8056,3,1799.900695,14500000,Ready to Move,Resale,
3,Flat,,2,NA,Delhi,Pushpanjali Apartments,8056,3,1799.900695,14500000,Ready to Move,Resale,
3,Flat,,3,NA,Noida,Sneh Kunj Apartments,4622,3,1849.84855,8550000,Ready to Move,Resale,
3,Flat,,3,NA,Noida,Sneh Kunj Apartments,4703,3,1849.883053,8700000,Ready to Move,Resale,
3,Flat,,2,NA,Delhi,Hari Enclave,8500,3,1000,8500000,Ready to Move,Resale,
1,Flat,,1,NA,Delhi,Ramakrishna Puram New Delhi,2390,1,518.8284519,1240000,Ready to Move,Resale,
1,Flat,,1,NA,Noida,Sharda University,4667,1,374.9732162,1750000,Ready to Move,Resale,
3,Flat,,4,NA,Gurgaon,M3M Merlin,13825,3,2386.980108,33000000,Ready to Move,Resale,
3,Flat,,2,NA,Noida,Swarna Nagri Block C,13006,3,1614.639397,21000000,Ready to Move,Resale,
1,Flat,,1,NA,Delhi,Malka Ganj,6667,1,449.9775011,3000000,,Resale,
3,Flat,,2,NA,Ghaziabad,Raj Nagar Ghaziabad,4000,3,900,3600000,,Resale,
3,Flat,Leasehold,3,4,Ghaziabad,Saya Gold Avenue,8914,3,1794.929325,16000000,Ready to Move,Resale,East
2,Flat,Freehold,2,3,Noida,Raksha Addela,3907,2,1080.112618,4220000,Ready to Move,Resale,North - East
4,Flat,Freehold,5,1,Gurgaon,Sector 26,12731,4,4712.905506,60000000,Ready to Move,Resale,
3,Flat,Co-operative Society,5,1,Gurgaon,Sector 26,11111,3,1800.018,20000000,Ready to Move,Resale,
6,Flat,,6,2,Gurgaon,Sector 26 Gurgaon,13333,6,4500.112503,60000000,Ready to Move,Resale,
2,Flat,,2,1,Delhi,Shashi Garden,8649,2,924.9624234,8000000,Ready to Move,Resale,
4,Flat,,1,2,Delhi,Mithapur New Delhi,5000,4,900,4500000,Ready to Move,Resale,
4,Flat,,3,NA,Delhi,Model Town Phase 2,10370,4,2700.096432,28000000,Ready to Move,Resale,
2,Flat,,2,NA,Ghaziabad,Jaipuria Apartment,2857,2,1400.070004,4000000,Ready to Move,Resale,
3,Flat,,3,NA,Delhi,IIT Engineers Apartments,9421,3,1900.010615,17900000,Ready to Move,Resale,
,Flat,,2,NA,Gurgaon,Subhash Nagar,12778,1,899.9843481,11500000,Ready to Move,Resale,
2,Flat,,2,NA,Delhi,Lajpat Nagar 1,9200,2,1684.782609,15500000,Ready to Move,Resale,
3,Flat,,2,NA,Delhi,Rohini Sector 26,5229,3,1396.060432,7300000,Ready to Move,New Property,
2,Flat,,3,NA,Delhi,JVTS Gardens,9737,2,410.8041491,4000000,Ready to Move,New Property,
3,Flat,,4,NA,Delhi,Vishwakarma Colony,20000,3,210,4200000,Ready to Move,Resale,
3,Flat,,2,NA,Noida,Amrapali Exotica,5647,3,2443.775456,13800000,Ready to Move,Resale,
2,Flat,,2,NA,Noida,Alok Vihar II,5556,2,863.9308855,4800000,Ready to Move,Resale,
3,Flat,Power Of Attorney,2,3,Ghaziabad,Kailashpuram,2500,3,900,2250000,Ready to Move,New Property,North
3,Flat,Freehold,2,3,Delhi,Sudarshan Park,6667,3,809.959502,5400000,Ready to Move,Resale,
3,Flat,,2,NA,Delhi,Rithala,5630,3,1349.91119,7600000,Ready to Move,Resale,
2,Flat,,2,NA,Delhi,Bharat Nagar,10185,2,540.0098184,5500000,Ready to Move,Resale,
